cov_id,study_id,study_name,month_start,year_start,month_end,year_end,year_publish,year_mid,country,region_actual,region_analysis,urban_rural,location,study_design,study_sample,sex,population,population_detail,symptomatic,symptomatic_prop,never_sex,never_sex_prop,age_group,reproductive_age,age_range,age_min,age_max,age_mean,age_median,age_iqr,hiv_status,hiv_tested,hiv_positive,hiv_prevalence,sti,denom,num,prevalence,specimen,specimencat,test,testcat,sens,spec,adj_prev,adj_se,adj_prev_lwr,adj_prev_upr,adj_denom,adj_num,notes,search_v
#32468,Niemogha 2010,NA,NR,NR,NR,NR,2010,2007,Nigeria,WA,WA,Urban,Lagos,Cross sectional,Random,Female,GYN attendees,Women attending obstetrics/gynaecology centre... participants were from both private and government medical centres.,NR,NR,NR,NR,Adult,NR,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,50,1,0.02,HVS,genital fluid,WM microscopy and culture,culture and WM,52,100,0.075843253,0.052975554,0.009074957,0.212005473,24.97534967,1.894211759,"Have not extracted CT, which was diagnosed with dry mount and giemsa stain.",2
#32468,Niemogha 2010,NA,NR,NR,NR,NR,2010,2007,Nigeria,WA,WA,Urban,Lagos,Cross sectional,Random,Female,Students,Apparently health undergraduate women,NR,NR,NR,NR,Youth,NR,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,TV,56,0,0,HVS,genital fluid,WM microscopy and culture,culture and WM,52,100,0.033303609,0.032763371,0.000858106,0.118531466,29.99191727,0.998839071,"Have not extracted CT, which was diagnosed with dry mount and giemsa stain.",2
#23202,Nkhoma 2017,iLiNS-DYAD-M trial,February,2011,August,2012,2017,2012,Malawi,EA,EA,Rural and peri-urban,Mangochi District,RCT,NR,Female,ANC attendees,one week post delivery; subset of trial maternal supplementation trial,NA,NA,Exclude,0,Adult,Y,15+,15,NR,25,NA,NA,Mixed,NA,NA,NR,TV,1210,127,0.104958678,genital specimen,genital fluid,WM,WM,52,100,0.203464857,0.016932936,0.171893329,0.237456354,565.2360099,115.0056638,NA,1
#26009,Nnaemeka 2016,NA,NR,NR,NR,NR,2016,2013,Nigeria,WA,WA,Mixed,Ebonyi State,Cross sectional,Random,Female,Population-representative survey participants,"Women of childbearing age from community, excluding pregnant women. Randomly sampled.",NA,NA,NA,NA,Adult,Y,22 to 42,22,42,NA,NA,NA,Mixed,NA,NA,NR,TV,1000,263,0.263,High vaginal swab,genital fluid,WM,WM,52,100,0.50692237,0.027330241,0.455051529,0.560133534,334.6338103,169.6333642,NA,1
#23208,Nodjikouambaye 2019,GYNAUTO-STI,July,2017,July,2017,2019,2017,Chad,CA,CA,Urban,N'Djamena,Cross sectional,Convenience,Female,GYN attendees,women recruited from random districts in the community and referred to the gynecology clinic for women’s sexual health,NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,Mixed,251,9,3.5999999999999997E-2,CT,251,3,0.011952191,Genital,genital fluid,CE IVD-marked multiplex real-time PCR AllplexTMÂ STI Essential Assay,NAAT,88.6,99.6,0.01373563,0.008993072,0.001202682,0.035317793,167.5042143,2.300775885,community based; adult women contacted by peer educators; excluded women with genital troubles,1
#23208,Nodjikouambaye 2019,GYNAUTO-STI,July,2017,July,2017,2019,2017,Chad,CA,CA,Urban,N'Djamena,Cross sectional,Convenience,Female,GYN attendees,women recruited from random districts in the community and referred to the gynecology clinic for women’s sexual health,NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,Mixed,251,9,3.5999999999999997E-2,NG,251,1,0.003984064,Genital,genital fluid,CE IVD-marked multiplex real-time PCR AllplexTMÂ STI Essential Assay,NAAT,93.3,99.2,0.005615909,0.005255049,0.000159478,0.019324529,202.2184481,1.13564043,community based; adult women contacted by peer educators; excluded women with genital troubles,1
#23208,Nodjikouambaye 2019,GYNAUTO-STI,July,2017,July,2017,2019,2017,Chad,CA,CA,Urban,N'Djamena,Cross sectional,Convenience,Female,GYN attendees,women recruited from random districts in the community and referred to the gynecology clinic for women’s sexual health,NA,NA,NA,NA,Adult,U,18+,18,NR,NA,NA,NA,Mixed,251,9,3.5999999999999997E-2,TV,251,1,0.003984064,genital specimen,genital fluid,CE IVD-marked multiplex real-time PCR AllplexTMÂ STI Essential Assay,NAAT,95,98,0.004847622,0.004793536,0.000110362,0.017869052,209.9453984,1.017735887,community based; adult women contacted by peer educators; excluded women with genital troubles,1
#23214,Nsereko 2020,NA,Sep,2017,October,2017,2020,2017,Rwanda,EA,EA,Urban and peri-urban,"Gasabo District, Kigali Province",Cohort,Convenience,Female,ANC attendees,singleton pregnancy at 9-15 gestational weeks,NA,NA,Exclude,0,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,NA,NA,NR,TV,367,19,0.051771117,Vaginal swab,genital fluid,WM,WM,52,100,0.104126866,0.022062957,0.064765105,0.150508137,191.6381108,19.95467597,also provided CT data but used: CORTEZ One-Step Chlamydia Rapicardâ„¢Â ,1
#23226,Nyakambi 2022,NA,May,2021,June,2021,2022,2021,Kenya,EA,EA,Urban,Kisumu,Cross sectional,Consecutive,Female,PHC/OPD attendees,"Non-pregnant women, sexually active",NA,NA,NA,NA,Adult,Y,18 to 49,18,49,NA,NA,NA,Mixed,385,35,0.09,CT,385,29,0.075324675,Vaginal swab,genital fluid,Chlamydia rapid test kit (chromatographic immunoassay),rapid antigen test,56,99,0.122744158,0.024683303,0.079008132,0.174270325,176.7341796,21.69308812,NA,1
#32095,Obiajuru 2005,NA,NR,2001,NR,2002,2005,2002,Nigeria,WA,WA,Mixed,"Owerri, Okigwe and Orlu in Imo State",Cross sectional,Random,Female,Community members,Randomly selected members of community. 1219 pregnant and 6134 non-pregnant,NA,NA,NA,NA,Adult,U,NR,NR,NR,NA,NA,NA,Mixed,7474,92,1.2309339042012309E-2,NG,7474,842,0.112657212,GE,genital fluid,"Culture and gram stain (based on more precise, ie mean of culture)",culture,75.7,100,0.148883683,0.004812017,0.139759445,0.158318828,5472.448104,814.758227,CT not extracted as uses serology test.,1
#32095,Obiajuru 2005,NA,NR,2001,NR,2002,2005,2002,Nigeria,WA,WA,Mixed,"Owerri, Okigwe and Orlu in Imo State",Cross sectional,Random,Female,Community members,Randomly selected members of community. 1219 pregnant and 6134 non-pregnant,NA,NA,NA,NA,Adult,U,NR,NR,NR,NA,NA,NA,Mixed,7474,92,1.2309339042012309E-2,TV,7474,673,0.090045491,GE,genital fluid,Wet mount microscopy,WM,52,100,0.173234024,0.006434481,0.160966047,0.185954331,3459.304219,599.2691884,CT not extracted as uses serology test.,1
#32524,Odaranle 2020,NA,June,2017,December,2017,2020,2017,Nigeria,WA,WA,Urban,"Sagamu, Ogun State",Cross sectional,Consecutive,Female,FP attendees,women using contraception,NA,NA,NA,NA,Adult,Y,20 to 45,20,45,NA,NA,NA,Mixed,NA,NA,NR,TV,406,6,0.014778325,High vaginal swab,genital fluid,WM,WM,52,100,0.033091857,0.012257042,0.01347068,0.06093353,212.9781139,7.047841221,study looks at different types of contraceptive users; have combined all together in this analysis,1
#32005,Odendaal 2006,NA,February,2002,November,2003,2006,2003,South Africa,SA,SA,Urban,Tygerberg,Cohort,Consecutive,Female,ANC attendees,Pregnant women between 16 and 23 weeks’ gestation at low risk (no previous or present pregnancy complications),Include,NR,Exclude,0,Adult,Y,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,CT,343,30,0.087463557,endocervical swab,genital fluid,PCR,NAAT,88.6,99.6,0.096741698,0.016958931,0.066135656,0.132541695,303.828636,29.39289829,NA,2
#32005,Odendaal 2006,NA,February,2002,November,2003,2006,2003,South Africa,SA,SA,Urban,Tygerberg,Cohort,Consecutive,Female,ANC attendees,Pregnant women between 16 and 23 weeks’ gestation at low risk (no previous or present pregnancy complications),Include,NR,Exclude,0,Adult,Y,NR,NR,NR,NA,NA,NA,Mixed,NA,NA,NR,NG,343,3,0.008746356,endocervical swab,genital fluid,culture,culture,75.7,100,0.015102201,0.007689831,0.004013742,0.033250297,251.5346504,3.79872688,NA,2
#23255,Ogilvie 2013,NA,September,2011,October,2011,2013,2011,Uganda,EA,EA,Urban,"Kisenyi, Kampala",Cross sectional,Consecutive,Female,Community members,"Women approached from community, their homes, places of community gathering",NR,NR,Exclude,0,Adult,N,26 to 69,26,69,NA,37,32-46,Mixed,199,19,9.5477386934673364E-2,CT,199,27,0.136,self-collected cervico-vaginal swab,genital fluid,GenoQuick PCR,NAAT,88.6,99.6,0.154024978,0.02752011,0.104227474,0.211019114,172.0474935,26.49961141,NA,2
#23255,Ogilvie 2013,NA,September,2011,October,2011,2013,2011,Uganda,EA,EA,Urban,"Kisenyi, Kampala",Cross sectional,Consecutive,Female,Community members,"Women approached from community, their homes, places of community gathering",NR,NR,Exclude,0,Adult,N,26 to 69,26,69,NA,37,32-46,Mixed,199,19,9.5477386934673364E-2,NG,199,3,0.015,self-collected cervico-vaginal swab,genital fluid,CinnaGen PCR,NAAT,93.3,99.2,0.014063774,0.010023723,0.000654688,0.038059571,138.0042884,1.940861185,NA,2
#23279,Oliver 2018,NA,April,2014,November,2014,2018,2014,Kenya,EA,EA,Mixed,Kisumu and surrounding villages,Cross sectional,Convenience,Female,Community members,general population - venue-based recruitment in community for observational study of NuvaRing,NA,NA,NA,NA,Adult,Y,18 to 34,18,34,NA,25,21-28,Mixed,457,67,0.14699999999999999,CT,457,21,0.046,vaginal swab,genital fluid,COBAS AMPICLOR/COBAS Taqman assay,NAAT,88.6,99.6,0.049802928,0.011105548,0.030374461,0.073446459,383.6971867,19.1092433,had to be sexually active,1
#23279,Oliver 2018,NA,April,2014,November,2014,2018,2014,Kenya,EA,EA,Mixed,Kisumu and surrounding villages,Cross sectional,Convenience,Female,Community members,general population - venue-based recruitment in community for observational study of NuvaRing,NA,NA,NA,NA,Adult,Y,18 to 34,18,34,NA,25,21-28,Mixed,457,67,0.14699999999999999,NG,457,17,0.039,vaginal swab,genital fluid,COBAS AMPICLOR/COBAS Taqman assay,NAAT,93.3,99.2,0.033689944,0.010104824,0.016245013,0.055519795,318.830072,10.74136718,had to be sexually active,1
#23281,Olowe 2014,NA,July,2012,April,2012,2014,2012,Nigeria,WA,WA,Urban,"Osogbo, South-Western Nigeria",Cross sectional,Random,Female,ANC attendees,Pregnant women attending ANC,NA,NA,Exclude,0,Adult,Y,21 to 40,21,40,NA,NA,NA,Mixed,NA,NA,NR,TV,100,2,0.02,genital specimen,genital fluid,WM,WM,52,100,0.056061776,0.0319896,0.011239489,0.133017987,51.7121763,2.899076441,NA,1
#31017,Olusegun-Joseph 2016,NA,NR,NR,NR,NR,2016,2013,Nigeria,WA,WA,Urban,Lagos,Cross sectional,NR,Female,PHC/OPD attendees,Patients attending general hospital,NR,NR,NR,NR,Adult,N,16 to 55,16,55,NA,NA,NA,Mixed,NA,NA,NR,TV,200,5,0.025,Urine and vaginal swab,genital fluid and urine,wet mount microscopy,WM,52,100,0.057305062,0.023210978,0.021118189,0.109178866,100.2714457,5.746061386,NA,2
#31017,Olusegun-Joseph 2016,NA,NR,NR,NR,NR,2016,2013,Nigeria,WA,WA,Urban,Lagos,Cross sectional,NR,Female,Students,Students attending health center of Yaba College,Include,0.28000000000000003,NR,NR,Adult,Y,16 to 40,16,40,NA,NA,NA,Mixed,NA,NA,NR,TV,200,0,0,Urine and vaginal swab,genital fluid and urine,wet mount microscopy,WM,52,100,0.00953983,0.009171273,0.000281998,0.03403278,112.3358549,1.071664914,NA,2
#23289,Omoregie 2009,NA,NR,NR,NR,NR,2009,2006,Nigeria,WA,WA,Urban,Benin City,Cross sectional,NR,Female,PHC/OPD attendees,Apparently health HIV-negative individuals attending hospital,Exclude,0,NR,NR,Adult,NR,NR,NR,NR,NA,NA,NA,HIV negative,56,0,0,TV,56,0,0,urine,urine,wet mount microscopy,WM,52,100,0.033366525,0.03324236,0.000789357,0.120812999,29.18697773,0.973868027,NA,2
#23289,Omoregie 2009,NA,NR,NR,NR,NR,2009,2006,Nigeria,WA,WA,Urban,Benin City,Cross sectional,NR,Male,PHC/OPD attendees,Apparently health HIV-negative individuals attending hospital,Exclude,0,NR,NR,Adult,NR,NR,NR,NR,NA,NA,NA,HIV negative,48,0,0,TV,48,0,0,urine,urine,wet mount microscopy,WM,44,100,0.046278541,0.046430451,0.000992941,0.171909936,20.47365587,0.947490918,NA,2
#23303,Oree 2021,NA,November,2018,July,2019,2021,2019,South Africa,SA,SA,Urban,Durban,Cross sectional,NR,Female,ANC attendees,Pregnant women,NA,NA,Exclude,0,Adult,Y,20 to 40,20,40,NA,27.5,24.8-32.3,Mixed,NA,NA,NR,NG,307,24,0.078175896,Endocervical swab,genital fluid,TaqMan qPCR assay,NAAT,93.3,99.2,0.078724821,0.016602314,0.048973306,0.113003602,263.1260403,20.71455045,NA,1
#23319,Otieno 2015,Kisumu Incidence Cohort Study (KICoS),January,2007,March,2009,2015,2008,Kenya,EA,EA,Peri-urban,Kisumu,Cross sectional,Convenience,Female,Community members,"Cohort Study: HIV-negative individuals. Healthy adults, sexually active at least once in the past three months, HIV-negative, and not pregnant. individuals recruited for HIV incidence cohort study (recruitment in multiple venues such as market centers, truck stops, beaches, churches, women’s groups, community groups, formal and informal work-based groups, colleges and schools, and HIV Voluntary Counseling and Testing centers)",NA,NA,NA,NA,Adult,Y,18 to 34,18,34,NA,NA,NA,HIV negative,424,0,0,CT,424,12,0.028301887,GE,genital fluid,PCR,NAAT,88.6,99.6,0.030076885,0.009763256,0.013642234,0.051660867,306.0418732,9.204786273,NA,1
#23319,Otieno 2015,Kisumu Incidence Cohort Study (KICoS),January,2007,March,2009,2015,2008,Kenya,EA,EA,Peri-urban,Kisumu,Cross sectional,Convenience,Female,Community members,"Cohort Study: HIV-negative individuals. Healthy adults, sexually active at least once in the past three months, HIV-negative, and not pregnant. individuals recruited for HIV incidence cohort study (recruitment in multiple venues such as market centers, truck stops, beaches, churches, women’s groups, community groups, formal and informal work-based groups, colleges and schools, and HIV Voluntary Counseling and Testing centers)",NA,NA,NA,NA,Adult,Y,18 to 34,18,34,NA,NA,NA,HIV negative,424,0,0,NG,424,20,0.047169811,GE,genital fluid,PCR,NAAT,93.3,99.2,0.044740764,0.011576013,0.023750601,0.06874172,318.9382397,14.26954039,NA,1
#23319,Otieno 2015,Kisumu Incidence Cohort Study (KICoS),January,2007,March,2009,2015,2008,Kenya,EA,EA,Peri-urban,Kisumu,Cross sectional,Convenience,Male,Community members,"Cohort Study: HIV-negative individuals. Healthy adults, sexually active at least once in the past three months, HIV-negative, and not pregnant. individuals recruited for HIV incidence cohort study (recruitment in multiple venues such as market centers, truck stops, beaches, churches, women’s groups, community groups, formal and informal work-based groups, colleges and schools, and HIV Voluntary Counseling and Testing centers)",NA,NA,NA,NA,Adult,Y,18 to 34,18,34,NA,NA,NA,HIV negative,422,0,0,CT,422,12,0.028436019,UR,urine,PCR,NAAT,87.8,99.3,0.027184302,0.009588525,0.010525877,0.048250827,287.637255,7.819217995,NA,1
#23319,Otieno 2015,Kisumu Incidence Cohort Study (KICoS),January,2007,March,2009,2015,2008,Kenya,EA,EA,Peri-urban,Kisumu,Cross sectional,Convenience,Male,Community members,"Cohort Study: HIV-negative individuals. Healthy adults, sexually active at least once in the past three months, HIV-negative, and not pregnant. individuals recruited for HIV incidence cohort study (recruitment in multiple venues such as market centers, truck stops, beaches, churches, women’s groups, community groups, formal and informal work-based groups, colleges and schools, and HIV Voluntary Counseling and Testing centers)",NA,NA,NA,NA,Adult,Y,18 to 34,18,34,NA,NA,NA,HIV negative,422,0,0,NG,422,0,0,UR,urine,PCR,NAAT,80.9,99.9,0.002948237,0.003042267,6.95054427743181e-05,0.011302764,317.6036082,0.936370599,NA,1
#23326,Oware 2023,DoxyPEP,February,2020,November,2021,2023,2021,Kenya,EA,EA,Urban,"Lumumba, Kisumu",Cohort,NR,Female,HIV/STI prevention trial participants,"DoxyPEP study baseline. HIV-negative, cisgender young women with a current prescription for HIV PrEP according to the national guidelines of Kenya",NA,NA,NA,NA,Adult,Y,18 to 30,18,30,NA,24,21-27,HIV negative,448,0,0,CT,448,63,0.141,endocervical swab,genital fluid,GeneXpert,NAAT,88.6,99.6,0.156371477,0.018808365,0.121485062,0.195085359,372.9122788,58.312844,NA,1
#23326,Oware 2023,DoxyPEP,February,2020,November,2021,2023,2021,Kenya,EA,EA,Urban,"Lumumba, Kisumu",Cohort,NR,Female,HIV/STI prevention trial participants,"DoxyPEP study baseline. HIV-negative, cisgender young women with a current prescription for HIV PrEP according to the national guidelines of Kenya",NA,NA,NA,NA,Adult,Y,18 to 30,18,30,NA,24,21-27,HIV negative,448,0,0,NG,448,17,0.038,endocervical swab,genital fluid,GeneXpert,NAAT,93.3,99.2,0.034288773,0.009932784,0.016944123,0.05642546,335.6272681,11.50824734,NA,1
#23331,Oyeyemi 2016,NA,May,2014,August,2014,2016,2014,Nigeria,WA,WA,Urban,"Agege, Lagos State",Cross sectional,NR,Female,ANC attendees,pregnant women,NA,NA,Exclude,0,Adult,Y,21+,21,NR,35.1,NA,NA,Mixed,108,16,0.14799999999999999,TV,198,37,0.186868687,High vaginal swab,genital fluid,WM,WM,52,100,0.363812969,0.05250149,0.264222865,0.472863902,83.96914441,30.54906372,NA,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Malawi,EA,EA,Urban,"Blantrye, Lilongwe",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,24-33,HIV negative,272,0,0,CT,272,6,0.02,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,87,99.8,0.027197798,0.01062925,0.009744019,0.051169926,234.1817433,6.36922781,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Malawi,EA,EA,Urban,"Blantrye, Lilongwe",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,24-33,HIV negative,272,0,0,NG,272,13,0.05,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,91.6,100,0.055738413,0.014307474,0.031549203,0.086441201,257.1112173,14.33097132,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Malawi,EA,EA,Urban,"Blantrye, Lilongwe",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,24-33,HIV negative,272,0,0,TV,272,28,0.1,Vaginal swab,genital fluid,OSOM Rapid Trichomonas test,rapid antigen test,68.5,97.4,0.120819582,0.028149757,0.069452861,0.180403331,134.0497625,16.19583632,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,South Africa,SA,SA,Urban,"Cape Town, Durban, Johannesburg",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,24,21-29,HIV negative,1426,0,0,CT,1426,237,0.17,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,87,99.8,0.189613332,0.011089848,0.168254038,0.212139794,1249.42432,236.9075085,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,South Africa,SA,SA,Urban,"Cape Town, Durban, Johannesburg",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,24,21-29,HIV negative,1426,0,0,NG,1426,55,0.04,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,91.6,100,0.042749809,0.005504842,0.032521138,0.054350198,1350.423314,57.73033898,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,South Africa,SA,SA,Urban,"Cape Town, Durban, Johannesburg",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,24,21-29,HIV negative,1426,0,0,TV,1426,88,0.06,Vaginal swab,genital fluid,OSOM Rapid Trichomonas test,rapid antigen test,68.5,97.4,0.055163384,0.009715537,0.037333819,0.074709027,552.1715376,30.4596505,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Uganda,EA,EA,Urban,Kampala,RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,24-33,HIV negative,253,0,0,CT,253,25,0.1,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,87,99.8,0.115098181,0.021737882,0.074822282,0.160402546,215.5405966,24.80833054,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Uganda,EA,EA,Urban,Kampala,RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,24-33,HIV negative,253,0,0,NG,253,15,0.06,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,91.6,100,0.06836445,0.016260386,0.04028298,0.103663793,240.8877264,16.46815701,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Uganda,EA,EA,Urban,Kampala,RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,24-33,HIV negative,253,0,0,TV,253,13,0.05,Vaginal swab,genital fluid,OSOM Rapid Trichomonas test,rapid antigen test,68.5,97.4,0.043656497,0.021785629,0.006521578,0.091182492,87.96756811,3.840355855,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Zimbabwe,EA,EA,Urban,"Chitungwiza, Harare",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,25-33,HIV negative,678,0,0,CT,678,48,0.07,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,87,99.8,0.080950107,0.01107786,0.059889012,0.104671705,606.2402673,49.07521453,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Zimbabwe,EA,EA,Urban,"Chitungwiza, Harare",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,25-33,HIV negative,678,0,0,NG,678,26,0.04,urine,urine,"Becton Dickenson Probe Tec strand displacement assay,",NAAT,91.6,100,0.043432852,0.008193913,0.028993552,0.061064737,618.801117,26.8762974,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23338,Palanee-Phillips 2015,ASPIRE / MTN-020,August,2012,June,2014,2015,2013,Zimbabwe,EA,EA,Urban,"Chitungwiza, Harare",RCT,Convenience,Female,HIV/STI prevention trial participants,"HIV-negative, recruited from clinics for treatment of STIs, family planning clinics, post-natal clinics, as well as community-based locations",Exclude,0,Exclude,0,Adult,Y,18 to 45,18,45,NA,28,25-33,HIV negative,678,0,0,TV,678,51,0.08,Vaginal swab,genital fluid,OSOM Rapid Trichomonas test,rapid antigen test,68.5,97.4,0.076628183,0.01566718,0.04718376,0.109378445,288.2594032,22.08879417,Referred to protocol for additional diagnostic details: https://www.mtnstopshiv.org/research/studies/mtn-020/mtn-020-protocols,1
#23344,Payne 2020,NA,NR,2018,NR,2018,2020,2018,Cameroon,CA,CA,Urban,Dschang,Cross sectional,NR,Female,PHC/OPD attendees,Women attending district hospital for consultation (reason not reported),Include,0.23276723276723277,Include,3.5964035964035967E-2,Adult,Y,15 to 55,15,55,NA,NA,NA,Mixed,NA,NA,NR,TV,1001,3,0.002997003,Cervicovaginal swabs,genital fluid,wet mount microscopy,WM,52,100,0.007691562,0.003845175,0.002027174,0.016754857,516.2130807,3.970484707,NA,2
#23345,Paz-Bailey 2005,NA,November,2001,February,2002,2005,2002,Botswana,SA,SA,Urban,"Gaborone, Selebi-Phikwe, Francistown",Cross sectional,Consecutive,Female,FP attendees,Women from family planning clinics,NR,NR,NR,NR,Adult,NR,NR,NR,NR,NR,NR,NR,Mixed,143,59,0.41299999999999998,NG,268,7,0.026119403,urine,urine,ligase chain reaction (Abbott Laboratories),NAAT,91.6,100,0.032270607,0.011247837,0.014018919,0.056634604,246.8442502,7.965813753,LCR results for chlamydia not extracted,2
#23345,Paz-Bailey 2005,NA,November,2001,February,2002,2005,2002,Botswana,SA,SA,Urban,"Gaborone, Selebi-Phikwe, Francistown",Cross sectional,Consecutive,Female,FP attendees,Women from family planning clinics,NR,NR,NR,NR,Adult,NR,NR,NR,NR,NR,NR,NR,Mixed,143,59,0.41299999999999998,TV,221,15,0.067873303,Vaginal swab,genital fluid,InPouch TV medium (Biomed Diagnostics),culture,68.8,100,0.104957415,0.025058932,0.060911259,0.15811527,149.6000401,15.70163351,LCR results for chlamydia not extracted,2
#23347,Paz-Soldan 2012,Malawi Pregancy and STI Risk Perception and Avoidance Study,June,2000,December,2000,2012,2000,Malawi,EA,EA,Rural,Mangochi,Cohort,Random,Female,Population-representative survey participants,Men and women living in households in three traditional areas in Mangochi,Include,8.5999999999999993E-2,NR,NR,Adult,Y,15-34,15,34,NA,NA,NA,Mixed,NA,NA,NR,CT,451,23,0.051,urine,urine,PCR,NAAT,87,99.8,0.058738427,0.012152923,0.036732677,0.085020431,374.3442386,21.98839188,NA,2
